Business name,features
A Place To Be Motel,"27.127169199999997, -82.4710487, Motel, 4.0, Florida"
Lake Las Vegas,"36.0872257, -114.9312035, Resort hotel, 4.7, Nevada"
Lake L Subdivision,"30.926347699999997, -95.3342208, Lodging, 3.6, Texas"
איחוד התלמידים באנגעלא קאלני,"41.639719799999995, -74.7079838, Indoor lodging, 4.6, New York"
Splash Owner's Association,"30.2337413, -85.91082399999999, Indoor lodging, 4.2, Florida"
Minute Suites DFW Terminal A,"32.9024198, -97.0386697, Hotel, 4.0, Texas"
Magnuson Hotel Pensacola,"30.4948639, -87.26289539999999, Hotel, 2.2, Florida"
America's Best Inn Arlington,"32.7651354, -97.0644557, Hotel, 2.9, Texas"
Long Point Camp,"42.655497, -76.911808, Lodging, 4.9, New York"
Kozy Acres,"41.6399932, -74.6789368, Lodging, 4.9, New York"
Seminole Garden Apartments,"33.7925372, -116.49962319999999, Lodging, 3.2, California"
Delray South Shore Club,"26.4409788, -80.0619133, Lodging, 4.6, Florida"
Pet Express Wash,"41.1095097, -73.79626499999999, Pet friendly accommodation, 4.8, New York"
Fountainlodge.motel,"28.7779018, -81.2761652, Lodge, 3.2, Florida"
Howard Johnson Inn & Suites San Antonio Near AT&T Center,"29.451575499999997, -98.4220119, Hotel, 3.9, Texas"
"Serenity Rose Farm, Cabins & Event Space","30.328925299999998, -95.54484099999999, Group accommodation, 4.8, Texas"
Santa Maria Hostel Inc Residential,"29.779360699999998, -95.3607425, Hostel, 4.6, Texas"
Winters Creek Lodge,"39.3182812, -119.8698015, Ski resort, 4.6, Nevada"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Retreat center, 5.0, Texas"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Inn, 4.6, Texas"
Fountain Grass RV Park and Cabins,"29.093594, -95.4160471, Cabin rental agency, 4.5, Texas"
Best Bet Lodging,"39.5157053, -119.8084962, Lodging, 3.5, Nevada"
Knights Inn Jacksboro,"33.203849999999996, -98.15225, Lodge, 3.4, Texas"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Days Inn by Wyndham Pearsall,"28.890697399999997, -99.11810679999999, Hotel, 3.7, Texas"
Studio 6,"29.4273039, -98.41566859999999, Motel, 3.2, Texas"
George Farms,"29.1259166, -98.65997449999999, Self-catering accommodation, 4.4, Texas"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Lake Las Vegas,"36.0872257, -114.9312035, Resort hotel, 4.7, Nevada"
Villagio Resorts (now The Belle Manor),"32.5194511, -97.2439804, Resort hotel, 4.5, Texas"
Econo Lodge Monterey Fairgrounds,"36.5955624, -121.86484979999999, Motel, 2.6, California"
Gatewood MOTEL,"36.1513294, -115.1072751, Motel, 3.3, Nevada"
Yorktown Animal Hospital,"41.2756113, -73.7798919, Pet friendly accommodation, 4.5, New York"
Knickerbocker Yacht Hotel,"40.828952, -73.70263899999999, Hotel, 4.7, New York"
The Fairview,"30.250092499999997, -97.744427, Inn, 4.8, Texas"
Maple Ski Ridge,"42.8177282, -74.03164819999999, Ski resort, 4.5, New York"
Maple Ski Ridge,"42.8177282, -74.03164819999999, Ski resort, 4.5, New York"
Lookout Lodge Resort,"24.970901299999998, -80.5580128, Hotel, 4.1, Florida"
Twin Palms Resort & Marina,"28.8463592, -81.8867331, Lodging, 2.4, Florida"
Countryside RV Park of South Texas,"27.2405094, -98.13673109999999, Resort hotel, 4.5, Texas"
Mission Villas,"33.9998828, -117.4155073, Lodging, 4.2, California"
Motel Oasis,"32.7218418, -97.30409379999999, Motel, 2.8, Texas"
Pro Spa and Salon and Boutique,"26.1899826, -97.6815613, Resort hotel, 4.3, Texas"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Jackie Robinson Training Complex,"27.6430103, -80.4282588, Hotel, 4.4, Florida"
Market Street Manor Motel,"40.5778974, -122.3874434, Motel, 2.9, California"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Inn, 3.7, Florida"
"Bedrock RV, Inn and Event Center","32.6895506, -95.72062539999999, Inn, 4.5, Texas"
Siegel Suites Twain,"36.1208532, -115.1529343, Hotel, 2.8, Nevada"
Executive Inn & Suites Waco,"31.5541722, -97.1224046, Hotel, 2.2, Texas"
Budget Inn,"30.652139499999997, -97.010266, Motel, 2.8, Texas"
Maderia Beach,"27.7925734, -82.7912987, Hotel, 4.8, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Tejas Camp & Retreat,"30.097156499999997, -96.9306259, Retreat center, 4.6, Texas"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
royal oak inn,"33.975238499999996, -118.29128759999999, Hotel, 3.6, California"
Motel 6 Beeville,"28.406637999999997, -97.728809, Motel, 3.9, Texas"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Lodge, 4.6, Texas"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
"Fishing Boat Ramp & Pier, Park","28.338912399999998, -82.2672031, Lodging, 3.9, Florida"
Econo Lodge,"31.418371999999998, -103.517089, Hotel, 2.6, Texas"
Ocean Pearl Spa,"33.1305066, -117.3089219, Resort hotel, 4.6, California"
Puddingstone Resort,"34.081727, -117.79104099999999, Resort hotel, 4.3, California"
Triple Crown Motel,"42.9467468, -73.86955669999999, Hotel, 3.3, New York"
Splash Owner's Association,"30.2337413, -85.91082399999999, Indoor lodging, 4.2, Florida"
The Scheppard’s Hook Motel,"43.6312237, -76.1536187, Motel, 4.5, New York"
Magnuson Hotel Pensacola,"30.4948639, -87.26289539999999, Hotel, 2.2, Florida"
Xanadu Salon and Spa,"30.3863585, -95.66654299999999, Resort hotel, 4.8, Texas"
Dayton Inn,"39.236789699999996, -119.589011, Inn, 4.1, Nevada"
Everglades Hostel and Tours- An Urban Oasis,"25.447527899999997, -80.4796578, Hotel, 4.5, Florida"
Harmony Hills,"41.735511699999996, -74.627433, Lodging, 4.7, New York"
Stanley RV Park Midland TX,"32.0428427, -101.98473419999999, Hotel, 4.2, Texas"
Bass Capital,"26.759944899999997, -80.92027279999999, Lodging, 4.4, Florida"
Historic Carson Hot Springs,"39.193320199999995, -119.7519016, Resort hotel, 4.3, Nevada"
Dayton Inn,"39.236789699999996, -119.589011, Inn, 4.1, Nevada"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
1015 RV Park,"26.1459963, -97.96013769999999, Hotel, 4.5, Texas"
Double Eagle Lodge Inc,"43.5386428, -76.0752122, Lodge, 4.9, New York"
Frios Gourmet Pops,"32.931248, -97.2305935, Self-catering accommodation, 4.9, Texas"
Dream Catcher Estates,"42.021194099999995, -75.41107319999999, Resort hotel, 4.9, New York"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Motel, 3.7, Florida"
Days Inn Morro Bay,"35.3682975, -120.85020209999999, Motel, 3.9, California"
Atlantique Beach House,"26.3116041, -80.07803229999999, Motel, 4.6, Florida"
Maple Ski Ridge,"42.8177282, -74.03164819999999, Ski resort, 4.5, New York"
Pine Bay Farm Inc,"44.3958683, -75.83324429999999, Indoor lodging, 5.0, New York"
New Ebony Hotel,"40.800419399999996, -73.95405099999999, Hotel, 3.3, New York"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Indoor lodging, 3.6, Texas"
Morningside Camps & Cottages,"43.78574, -73.9717545, Resort hotel, 4.9, New York"
Star Hotel,"38.1332411, -121.27058319999999, Hotel, 2.8, California"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
Solar Motel,"34.0258979, -118.3274917, Motel, 3.7, California"
Menla Retreat and Dewa Spa,"42.0677379, -74.3709188, Retreat center, 4.3, New York"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
cambridge House Apts,"36.7686701, -119.8200308, Hotel, 3.1, California"
Sunset Beach Cottages of Treasure Island,"27.755107199999998, -82.76391939999999, Indoor lodging, 5.0, Florida"
Delux Inn,"32.8894322, -96.6824827, Lodging, 3.2, Texas"
Acra Manor Resort,"42.3099546, -74.0538134, Resort hotel, 4.0, New York"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Loma Linda Commons Apartment,"34.0573067, -117.2542831, Lodging, 3.8, California"
Sea Oats Beach Resort,"27.8238889, -82.8291667, Resort hotel, 4.3, Florida"
Brazos House Retreat,"32.3041, -97.7214508, Indoor lodging, 5.0, Texas"
Travelodge Houston Southeast,"29.649756099999998, -95.2505863, Inn, 1.9, Texas"
Brazos - Proper Texas Kitchen,"30.6105351, -96.3433185, Hotel, 4.1, Texas"
Star Motel,"28.378304699999997, -82.6792076, Motel, 2.6, Florida"
Niagara Shores Campground and Conference Center,"43.3429024, -78.6801596, Hotel, 4.8, New York"
Alamo Inn & Suites,"29.493514599999997, -98.40042679999999, Hotel, 4.0, Texas"
Quality Inn,"40.7427025, -73.911645, Hotel, 3.1, New York"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Quality Inn,"40.760728, -73.833692, Hotel, 3.7, New York"
Tahoe Chalet Inn-Lake Tahoe Hotel,"38.9516363, -119.94953539999999, Hotel, 3.8, California"
Coliseum Motor Inn,"40.7230485, -73.57426989999999, Motel, 2.5, New York"
Sea-View condos,"30.242794999999997, -85.928646, Lodge, 4.0, Florida"
Camp Kinder Ring,"41.606429999999996, -73.7342681, Indoor lodging, 4.2, New York"
Big Bear Getaway,"34.2601867, -116.8602002, Cabin rental agency, 3.3, California"
Champion Lely Resort,"26.0845299, -81.70156279999999, Resort hotel, 4.6, Florida"
Tony's Motel,"28.6423998, -81.4590734, Motel, 3.0, Florida"
Mystic Water Resort,"42.0286483, -78.64218129999999, Resort hotel, 4.7, New York"
The Village at Gruene Penthouse,"29.7361927, -98.1044082, Indoor lodging, 4.6, Texas"
Alys Beach Vacation Rentals,"30.286906, -86.02884499999999, Resort hotel, 4.4, Florida"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Serviced accommodation, 4.6, Texas"
The Guild Music District | Red River St,"30.2696185, -97.7356057, Hotel, 4.4, Texas"
Comfort Motel,"32.7659568, -96.8472767, Motel, 2.8, Texas"
Rodeway Inn Near Florida Mall,"28.468061, -81.39614399999999, Hotel, 2.7, Florida"
Luxury Inn,"29.9240355, -95.50118859999999, Motel, 3.4, Texas"
Campus By the Sea,"33.369988, -118.34801999999999, Group accommodation, 4.4, California"
Casa De Retiro Nueva,"29.8872222, -95.3308333, Lodging, 4.7, Texas"
Ez Pro Kitchen,"27.973813, -82.496977, Self-catering accommodation, 4.6, Florida"
Alder Creek Golf Course & Country Inn,"43.4094276, -75.22406, Hotel, 4.3, New York"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Galveston Island Palms Outdoor Events & Parties,"29.2761611, -94.8277282, Self-catering accommodation, 4.7, Texas"
Knights Inn Bradenton,"27.479056, -82.562516, Inn, 3.2, Florida"
Econfina Resort,"30.062117999999998, -83.90644189999999, Resort hotel, 4.6, Florida"
Brazos - Proper Texas Kitchen,"30.6105351, -96.3433185, Hotel, 4.1, Texas"
"Serenity Rose Farm, Cabins & Event Space","30.328925299999998, -95.54484099999999, Group accommodation, 4.8, Texas"
The Hacienda at Santa Lucia Preserve,"36.456710799999996, -121.8070678, Indoor lodging, 4.9, California"
Rodeway Inn,"27.484928, -97.849824, Hotel, 3.3, Texas"
Golden Inn Motel,"32.6639414, -96.578049, Motel, 2.8, Texas"
Hilltop Lakes Welcome Center,"31.0768077, -96.2111673, Resort hotel, 4.6, Texas"
The Fairview,"30.250092499999997, -97.744427, Inn, 4.8, Texas"
Bed and Biscuit Inn,"29.4687222, -81.1423722, Lodging, 4.7, Florida"
Motel 6 Tyler Northwest,"32.382036899999996, -95.3324844, Hotel, 2.9, Texas"
The Castaways On the River,"29.1658458, -81.52429, Lodge, 4.5, Florida"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Gray Lodge #329 Masonic Lodge,"29.737976, -95.6482467, Lodge, 4.8, Texas"
Howard Johnson Inn & Suites San Antonio Near AT&T Center,"29.451575499999997, -98.4220119, Hotel, 3.9, Texas"
The Castaways On the River,"29.1658458, -81.52429, Lodge, 4.5, Florida"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
Ayurveda Health Retreat,"29.789963999999998, -82.4945225, Health resort, 4.9, Florida"
Langetree Retreat & Eco Center,"30.0735015, -94.6517181, Resort hotel, 4.6, Texas"
Niagara Shores Campground and Conference Center,"43.3429024, -78.6801596, Retreat center, 4.8, New York"
Beaches Jet Set Pets,"30.2765456, -81.3963967, Lodge, 4.9, Florida"
Tahoe Chalet Inn-Lake Tahoe Hotel,"38.9516363, -119.94953539999999, Inn, 3.8, California"
Heart Of Texas Ranch,"30.558805800000002, -98.2823702, Retreat center, 4.9, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Motel, 3.7, Florida"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Extended stay hotel, 2.1, Texas"
The Sullivan Event Center,"41.623656, -74.5912791, Hotel, 4.3, New York"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Lodge, 5.0, Texas"
Blue Mountain Reservation Trail Lodge,"41.271562499999995, -73.9214344, Hostel, 4.5, New York"
Kindred Home Community (New Streets),"28.264228199999998, -81.3617065, Lodging, 4.7, Florida"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
Valley Vista Estates by Pacesetter Homes,"30.6125118, -97.823348, Lodging, 4.3, Texas"
Silver Saddle Resort,"35.216055, -117.757982, Resort hotel, 4.5, California"
Flash Pet Salon & Hotel,"26.207098799999997, -98.2859673, Pet friendly accommodation, 4.5, Texas"
Cedarkirk Cedar Lodge,"27.8730062, -82.1792337, Lodge, 4.8, Florida"
The Fairview,"30.250092499999997, -97.744427, Hotel, 4.8, Texas"
Cazadores Restaurant & Motel,"29.4601713, -98.3153126, Motel, 3.9, Texas"
Fountainlodge.motel,"28.7779018, -81.2761652, Lodge, 3.2, Florida"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Extended stay hotel, 3.5, Florida"
Traceland Richmond America,"30.0235214, -81.7169952, Lodging, 4.7, Florida"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
Delta Inn,"29.5258693, -98.3945007, Motel, 2.7, Texas"
Olcott Harbor Resort,"43.333818799999996, -78.7205621, Motel, 4.3, New York"
Super 8 by Wyndham Karnes City,"28.882657, -97.8929086, Lodge, 3.8, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
Knights Inn Fresno,"36.7917475, -119.7925882, Motel, 2.2, California"
Gonzalo,"25.764454999999998, -80.35815699999999, Hotel, 3.5, Florida"
Fisher House 3 Lackland AFB,"29.3978263, -98.6145305, Indoor lodging, 4.8, Texas"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
Quality Inn Anaheim North,"33.8526403, -117.9249193, Lodge, 2.9, California"
Century Motel,"32.7398357, -97.2756545, Motel, 3.7, Texas"
Travelodge Lake City,"30.1801228, -82.6931506, Hotel, 2.6, Florida"
Americas Best Value Inn Las Vegas,"36.0995491, -115.1652331, Motel, 2.9, Nevada"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Lodge, 4.6, Texas"
Mission Beach Retreat,"32.783691399999995, -117.2536239, Indoor lodging, 4.6, California"
Siena Golf Club,"36.107853999999996, -115.32462299999999, Resort hotel, 4.4, Nevada"
Casa De Retiro Nueva,"29.8872222, -95.3308333, Lodging, 4.7, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
JW Marriott Pool Deck,"28.4027235, -81.428752, Hotel, 4.8, Florida"
Hunts point job center,"40.8173434, -73.89030029999999, Lodging, 3.4, New York"
D And D Hotel,"42.8719076, -77.24992979999999, Hotel, 3.6, New York"
Westgate Resorts - Lake Ellenor,"28.4677474, -81.400059, Resort hotel, 3.2, Florida"
Galaxy Inn Dallas,"32.7651082, -96.8477592, Hotel, 2.7, Texas"
A1 Value Inn Hernando,"28.8972436, -82.3729841, Inn, 3.3, Florida"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Inn, 4.6, Texas"
Coliseum Motor Inn,"40.7230485, -73.57426989999999, Motel, 2.5, New York"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Americas Best Value Inn,"30.693329499999997, -95.55415479999999, Motel, 2.5, Texas"
Comfort Inn & Suites Longview South - I-20,"32.449475299999996, -94.71444369999999, Hotel, 3.9, Texas"
The Sausage Castle,"28.6746959, -81.7150497, Resort hotel, 4.9, Florida"
Paws & Play Pet Resort,"32.0516319, -102.0147933, Pet friendly accommodation, 4.6, Texas"
Sandbar Rooftop,"40.7455564, -73.9937483, Hotel, 4.0, New York"
Travelodge Lake City,"30.1801228, -82.6931506, Lodge, 2.6, Florida"
El Monte Motel,"34.0626226, -118.033451, Motel, 3.9, California"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Ha' Penny Inn,"32.8054128, -116.92465209999999, Motel, 3.1, California"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
Magnuson Hotel Pensacola,"30.4948639, -87.26289539999999, Inn, 2.2, Florida"
Florida Motel,"29.916937899999997, -81.32233699999999, Motel, 4.8, Florida"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
B-Cozy Motel,"43.0677404, -78.84774689999999, Motel, 3.4, New York"
Harmony Hills,"41.735511699999996, -74.627433, Lodging, 4.7, New York"
Winter Haven Resort,"25.9608968, -97.4600895, Resort hotel, 4.7, Texas"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Tay House Lodge,"43.141749999999995, -77.5660833, Lodge, 4.3, New York"
Amco Hotel and Suites/ Fort Hood,"31.118394799999997, -97.7433471, Hotel, 2.6, Texas"
B.A.S.I.C. Lodgings LLC,"31.037476299999998, -104.85180349999999, Inn, 4.6, Texas"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Hotel, 3.5, Florida"
Siegel Suites Twain II,"36.1217019, -115.14289749999999, Indoor lodging, 2.6, Nevada"
Splash Owner's Association,"30.2337413, -85.91082399999999, Indoor lodging, 4.2, Florida"
Villagio Resorts (now The Belle Manor),"32.5194511, -97.2439804, Resort hotel, 4.5, Texas"
The Castaways On the River,"29.1658458, -81.52429, Hotel, 4.5, Florida"
Days Inn Madera,"36.982527399999995, -120.08745959999999, Motel, 3.1, California"
MARCO ISLAND,"25.912273, -81.7256061, Lodging, 4.6, Florida"
Siena Golf Club,"36.107853999999996, -115.32462299999999, Resort hotel, 4.4, Nevada"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Lodge, 5.0, Texas"
"Holland House, Galveston, Texas","29.2702802, -94.8278278, Lodging, 4.1, Texas"
The Castaways On the River,"29.1658458, -81.52429, Motel, 4.5, Florida"
Desert Star Motel,"36.1564854, -115.1496189, Motel, 3.0, Nevada"
Plaza inn,"29.8362266, -95.3404496, Motel, 2.9, Texas"
Glen Lake Camp & Retreat Center,"32.2392507, -97.74230089999999, Retreat center, 4.9, Texas"
The Castaways On the River,"29.1658458, -81.52429, Motel, 4.5, Florida"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Hotel, 3.5, Florida"
Macks Inn,"44.5229551, -75.5923627, Motel, 4.5, New York"
Oceanside Village,"28.3933464, -80.6012169, Lodging, 3.7, Florida"
Hotel,"30.731531, -86.35842099999999, Motel, 4.1, Florida"
Rodeway Inn,"32.309959, -95.34152669999999, Hotel, 4.2, Texas"
Siena Golf Club,"36.107853999999996, -115.32462299999999, Resort hotel, 4.4, Nevada"
Sorrento Tower,"25.8162956, -80.12183519999999, Hotel, 4.6, Florida"
Buffalo Ski Center,"42.680979, -78.69203999999999, Ski resort, 4.7, New York"
New Ebony Hotel,"40.800419399999996, -73.95405099999999, Hotel, 3.3, New York"
Budget Inn,"32.8022722, -96.9225106, Motel, 2.5, Texas"
Tom Ison Senior and Veteran Center,"28.5903034, -81.5337366, Serviced accommodation, 4.2, Florida"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
